project_id,requirement,label,source,response,zero_shot,few_shot_cot,zero_shot_cot,raw_inst,predicted_label
1,'The bottom 3/4 of the table will hold events that occur according to its relevance to current time.',FR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'FR', 'zero_shot_cot': 'NFR', 'raw_inst': 'FR'}",NFR,FR,NFR,FR,NFR
1,'The system shall color code events according to their variance from current time.',FR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'FR', 'zero_shot_cot': 'NFR', 'raw_inst': 'FR'}",NFR,FR,NFR,FR,NFR
1,'The system shall display data from the Sync Matrix 1.0 and Exercise Management Tool 1.0 applications',FR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'FR', 'zero_shot_cot': 'FR', 'raw_inst': 'FR'}",NFR,FR,FR,FR,NFR
1,'The system shall link Events back to either the Sync Matrix 1.0 or the Exercise Managment Tool 1.0 applications for modifications.',FR,promise_exp,"{'zero_shot': 'FR', 'few_shot_cot': 'FR', 'zero_shot_cot': 'FR', 'raw_inst': 'FR'}",FR,FR,FR,FR,FR
1,'The system shall allow modification of the display.',FR,promise_exp,"{'zero_shot': 'FR', 'few_shot_cot': 'FR', 'zero_shot_cot': 'FR', 'raw_inst': 'FR'}",FR,FR,FR,FR,FR
1,'The system shall offer a display of all the Events in the exercise.',FR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'FR', 'zero_shot_cot': 'FR', 'raw_inst': 'FR'}",NFR,FR,FR,FR,NFR
1,'The system shall filter data by: Venues and Key Events.',FR,promise_exp,"{'zero_shot': 'FR', 'few_shot_cot': 'FR', 'zero_shot_cot': 'FR', 'raw_inst': 'FR'}",FR,FR,FR,FR,FR
1,'The system shall display the local and exercise time in separate clocks',FR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'FR', 'zero_shot_cot': 'FR', 'raw_inst': 'FR'}",NFR,FR,FR,FR,NFR
1,'The system shall offer the ability to pause and resume the refresh of data.',FR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'FR', 'zero_shot_cot': 'NFR', 'raw_inst': 'FR'}",NFR,FR,NFR,FR,NFR
1,'The system shall provide charts for the Activity or Event actual versus assumed time.',FR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'FR', 'zero_shot_cot': 'FR', 'raw_inst': 'FR'}",NFR,FR,FR,FR,NFR
1,'The system shall provide a history report of changes made to the Activity or Event data',FR,promise_exp,"{'zero_shot': 'FR', 'few_shot_cot': 'FR', 'zero_shot_cot': 'NFR', 'raw_inst': 'FR'}",FR,FR,NFR,FR,FR
2,'The look and feel of the system shall conform to the user interface standards of the smart device.',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'NFR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,NFR,NFR,NFR,NFR
2,'The user interface shall have standard menus buttons for navigation',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'FR', 'zero_shot_cot': 'FR', 'raw_inst': 'FR'}",NFR,FR,FR,FR,NFR
2,'The system shall have a professional appearance',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'NFR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,NFR,NFR,NFR,NFR
2,'The product shall have a consistent color scheme and fonts.',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'NFR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,NFR,NFR,NFR,NFR
2,'The system shall be used by realtors with no training.',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'NFR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,NFR,NFR,NFR,NFR
2,'The system shall be intuitive and self explanatory.',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'NFR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,NFR,NFR,NFR,NFR
2,'The product shall be easy for a realtor to learn.',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'NFR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,NFR,NFR,NFR,NFR
2,'The product shall use symbols and words that are naturally understandable by the realtor community.',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'NFR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,NFR,NFR,NFR,NFR
2,'The product shall produce search results in an acceptable time',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'NFR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,NFR,NFR,NFR,NFR
2,'The search results shall be returned no later 30 seconds  after the user has entered the search criteria',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,NFR,undefined,NFR,NFR
2,'The product shall generate a CMA report in an acceptable time.',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'FR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,FR,NFR,NFR,NFR
2,'The CMA report shall be returned no later 60 seconds after the user has entered the CMA report criteria.',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'NFR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,NFR,NFR,NFR,NFR
2,'The product shall synchronize contacts and appointments in an acceptable time.',NFR,promise_exp,"{'zero_shot': 'FR', 'few_shot_cot': 'FR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",FR,FR,NFR,NFR,FR
2,'The product shall synchronize with the office system every hour.',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'FR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,FR,NFR,NFR,NFR
2,'The product shall be available for use 24 hours per day 365 days  per year',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'NFR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,NFR,NFR,NFR,NFR
2,'Out of 1000 accesses to the system the system is available 999 times.',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'NFR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,NFR,NFR,NFR,NFR
2,'The product shall operate in offline mode whenever internet connection is unavailable.',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'NFR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,NFR,NFR,NFR,NFR
2,'The product shall allow the user to view previously downloaded search results CMA reports  and appointments.',NFR,promise_exp,"{'zero_shot': 'FR', 'few_shot_cot': 'FR', 'zero_shot_cot': 'NFR', 'raw_inst': 'FR'}",FR,FR,NFR,FR,FR
2,'The product shall retain user preferences in the event of a failure.',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'NFR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,NFR,NFR,NFR,NFR
2,'100% of saved user preferences shall be restored when system comes back online.',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'FR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,FR,NFR,NFR,NFR
2,'The product shall be able to support multiple remote users',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'FR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,FR,NFR,NFR,NFR
2,'The product shall be able support 1000 simultaneous users.',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'FR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,FR,NFR,NFR,NFR
2,'The product shall be capable of handling the existing 1000 users. This number is expected to grow 5 times within the next year.',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'NFR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,NFR,NFR,NFR,NFR
2,'The product shall be installed by an untrained realtor without recourse to separately-printed instructions.',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'FR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,FR,NFR,NFR,NFR
2,'90% of untrained realtors shall be able to install the product on their device without printed instructions',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'NFR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,NFR,NFR,NFR,NFR
2,'The product is expected to run on Windows CE and Palm operating systems.',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'NFR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,NFR,NFR,NFR,NFR
2,'Only registered realtors shall be able to access the system.',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'FR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,FR,NFR,NFR,NFR
2,'Every user of the system shall be authenticated and authorized.',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'FR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,FR,NFR,NFR,NFR
2,'The product shall prevent its data from incorrect data being introduced.',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'NFR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,NFR,NFR,NFR,NFR
2,'The system shall allow a real estate agent to query MLS information',FR,promise_exp,"{'zero_shot': 'FR', 'few_shot_cot': 'FR', 'zero_shot_cot': 'FR', 'raw_inst': 'FR'}",FR,FR,FR,FR,FR
2,'The user shall be able to get driving directions to a selected property',FR,promise_exp,"{'zero_shot': 'FR', 'few_shot_cot': 'FR', 'zero_shot_cot': 'FR', 'raw_inst': 'FR'}",FR,FR,FR,FR,FR
2,'The user shall be able to download appointments and contact information for clients',FR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'FR', 'zero_shot_cot': 'NFR', 'raw_inst': 'FR'}",NFR,FR,NFR,FR,NFR
2,'The system shall display clear property images in the search results',FR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'FR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,FR,NFR,NFR,NFR
2,'The system shall update or create new property listings in the MLS',FR,promise_exp,"{'zero_shot': 'FR', 'few_shot_cot': 'FR', 'zero_shot_cot': 'FR', 'raw_inst': 'FR'}",FR,FR,FR,FR,FR
2,'Realtor shall be able to generate a CMA report based on property criteria',FR,promise_exp,"{'zero_shot': 'FR', 'few_shot_cot': 'FR', 'zero_shot_cot': 'FR', 'raw_inst': 'FR'}",FR,FR,FR,FR,FR
2,'The system shall be able to call the seller or buyer to schedule an appointment',FR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'FR', 'zero_shot_cot': 'NFR', 'raw_inst': 'FR'}",NFR,FR,NFR,FR,NFR
2,'The realtor shall be notified of new client appointments after automatic synchronization with office system',FR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'FR', 'zero_shot_cot': 'NFR', 'raw_inst': 'FR'}",NFR,FR,NFR,FR,NFR
2,'The system shall notify the realtor when a seller or buyer responds to an appointment request',FR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'FR', 'zero_shot_cot': 'FR', 'raw_inst': 'FR'}",NFR,FR,FR,FR,NFR
2,'The product shall allow the user to save the property search results.',FR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'FR', 'zero_shot_cot': 'NFR', 'raw_inst': 'FR'}",NFR,FR,NFR,FR,NFR
3,'The system shall be easy to use by the Program Administrators/Nursing Staff Members.',NFR,promise_exp,"{'zero_shot': 'FR', 'few_shot_cot': 'NFR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",FR,NFR,NFR,NFR,FR
3,'All of the users shall be able to use the system after one day of training.',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'FR', 'zero_shot_cot': 'FR', 'raw_inst': 'NFR'}",NFR,FR,FR,NFR,NFR
3,'The system shall help the user avoid making mistakes while scheduling classes and clinicals for the nursing students.',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'FR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,FR,NFR,NFR,NFR
3,'The number of mistakes noted by the students shall be decreased by 50% in the first year.',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'NFR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,NFR,NFR,NFR,NFR
3,'The system shall be intuitive to the Program Administrators/Nursing Staff Members.',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'NFR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,NFR,NFR,NFR,NFR
3,'2 out of 3 Program Administrators/Nursing Staff Members shall successfully be able to use the system to manage the scheduling of classes and clinicals.',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'FR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,FR,NFR,NFR,NFR
3,'The system shall use symbols and words that are naturally understandable by the user community.',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'FR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,FR,NFR,NFR,NFR
3,'The verbiage used within the system shall be consistent with Standard English and the terminology of the national Nursing Community.',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'NFR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,NFR,NFR,NFR,NFR
3,'Staff members shall be able to complete a set of tasks in a timely manner.',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'FR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,FR,NFR,NFR,NFR
3,'The response time of general student management tasks shall take no longer than 5 seconds and the response time of schedule generation shall take no longer than 30 seconds.',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'NFR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,NFR,NFR,NFR,NFR
3,'The system shall be available for use between the hours of 8am and 6pm.',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'NFR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,NFR,NFR,NFR,NFR
3,'The system shall achieve 95% up time.',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'NFR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,NFR,NFR,NFR,NFR
3,'system shall be able to handle all of the user requests/usage during business hours.',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'NFR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,NFR,NFR,NFR,NFR
3,'The system shall cater to 10 simultaneous users from 9am to 5pm.',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'NFR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,NFR,NFR,NFR,NFR
3,'The system shall be capable of processing 100% of nursing students and their classes for the next 10 years.',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'FR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,FR,NFR,NFR,NFR
3,'The system shall be expected to manage the nursing program curriculum and class/clinical scheduling for a minimum of 5 years.',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'FR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,FR,NFR,NFR,NFR
3,'The system shall able to operate within a business office environment typical of the Nursing Department at DePaul University.',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'NFR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,NFR,NFR,NFR,NFR
3,'The system shall be used within the specifications defined by the computers used by the Program Administrators/Nursing Staff Members.',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'FR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,FR,NFR,NFR,NFR
3,'The system shall operate within the Windows XP Professional operating system.',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'NFR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,NFR,NFR,NFR,NFR
3,'The system shall interface with CampusConnect\92s central server',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'FR', 'zero_shot_cot': 'FR', 'raw_inst': 'FR'}",NFR,FR,FR,FR,NFR
3,'The system shall interface with the faculty central server.',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'FR', 'zero_shot_cot': 'NFR', 'raw_inst': 'FR'}",NFR,FR,NFR,FR,NFR
3,'The system shall interface with the student master server.',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'FR', 'zero_shot_cot': 'NFR', 'raw_inst': 'FR'}",NFR,FR,NFR,FR,NFR
3,'We must be able to interface with any HTML browser.',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'FR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,FR,NFR,NFR,NFR
3,'Only authorized users shall have access to clinical site information.',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'FR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,FR,NFR,NFR,NFR
3,'Program Administrators/Nursing Staff Members are the only people who shall have access to clinical site details.',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'NFR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,NFR,NFR,NFR,NFR
3,'Only authorized users shall have access to students\92 personal information.',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'FR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,FR,NFR,NFR,NFR
3,'Dr Susan Poslusny and Dr Julie Donalek are the only people who shall have access to students\92 personal information.',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'NFR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,NFR,NFR,NFR,NFR
3,'Only authorized users shall have access to the portion of the system that interfaces with CampusConnect.',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'FR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,FR,NFR,NFR,NFR
3,'Fit Criterion: Dr Susan Poslusny and Karen Sysol are the only people who shall have access to the final class section scheduling for the system that interfaces with CampusConnect.',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'FR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,FR,NFR,NFR,NFR
3,'The system shall have basic data integrity checking to reduce the possibility of incorrect or invalid data being introduced.',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'NFR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,NFR,NFR,NFR,NFR
3,'The system shall protect private information in accordance with the organization\92s information policy.',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'NFR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,NFR,NFR,NFR,NFR
3,'The system shall be built such that it is as secure as possible from malicious interference.',NFR,promise_exp,"{'zero_shot': 'NFR', 'few_shot_cot': 'NFR', 'zero_shot_cot': 'NFR', 'raw_inst': 'NFR'}",NFR,NFR,NFR,NFR,NFR
